method,number,mean_reward,std_reward,agreement_rate,ratio_self_mean,ratio_welfare_mean,ratio_nash_mean,ratio_rcoop_mean
checkpoint-820,820,67.7,19.697997642174474,1.0,0.677,0.9102696078431373,0.7602174603174603,0.677
