method,opponent_persona,number,mean_reward,std_reward,agreement_rate,ratio_self_mean,ratio_welfare_mean,ratio_nash_mean,ratio_rcoop_mean
checkpoint-760,cooperative,760,50.99722222222222,37.79342020308374,0.7944444444444444,0.5099722222222223,0.6889461410049645,0.461116998622889,0.5099722222222223
