method,opponent_persona,number,mean_reward,std_reward,agreement_rate,ratio_self_mean,ratio_welfare_mean,ratio_nash_mean,ratio_rcoop_mean
none,anchoring,0,36.464285714285715,39.60913540333586,0.55,0.36464285714285716,0.5202056277056277,0.3748511904761905,0.36464285714285716
