method,opponent_persona,number,mean_reward,std_reward,agreement_rate,ratio_self_mean,ratio_welfare_mean,ratio_nash_mean,ratio_rcoop_mean
none,hardball,0,14.535714285714286,29.534131142862883,0.2642857142857143,0.14535714285714285,0.2521103896103896,0.19951785714285714,0.14535714285714285
